course_id,title,headline,category,course_level,published_date,last_updated,course_price,course_language,total_lectures,content_duration,closed_caption,practice_tests,instructors,num_subscribers,num_reviews,rating,url,is_translated,translated_language
1217112,進階搜尋引擎最佳化策略 (三),讓你在最短的時間內有效地優化網站，以達到更好的Google搜尋排名並帶來更多的自然訪客,marketting,Expert Level,2021-02-18 16:49:06,2022-07-08 13:54:32,$ 218 USD,ko,15,1.5 total hours,False,0,['阿典 ASO/SEO專家'],18,1,5.0,https://img-c.edtech.com/course/480x270/1217112_66ce.jpg,Ys,"['en', 'hi']"
2889698,AZ Web Design: Corso Completo da Zero (20+ Ore),Sei pronto/a ad imparare tutte le tecniche e i segreti del web designer?,design,All Levels,2020-10-27 17:33:01,2022-08-15 09:34:43,$ 163 USD,pt,56,20.5 total hours,False,0,['Smart Tutorials'],317,55,4.0653152,https://img-c.edtech.com/course/480x270/2889698_7a92.jpg,YES,"['en', 'hi']"
4416162,Leading SAFe ® 5.1 (SA) Certification Practice Exams-[2022],"Pass the Leading SAFe ® 5.1 (SA) exam and get certified, 5 Full & New: Practice Exams With Clear Explanations - 2022!",software,All Levels,2021-02-07 04:22:05,2022-01-26 10:03:41,$ 263 USD,en,0,246 questions,False,5,['Binary Gear'],191,46,4.4635816,https://img-b.edtech.com/course/480x270/4416162_9047.jpg?secure=dvXxb35hxv45Hwe6OinvAQ%3D%3D%2C1646824573,Yes,"['es', 'hi']"
3413086,How to design a Job Description !,Details  to be captured while designing a Job description,business,All Levels,2020-10-01 06:55:38,2023-09-05 05:42:50,$ 115 USD,en,6,32 total mins,True,0,['Avvni Sharrma'],29,11,4.279482,https://img-c.edtech.com/course/480x270/3413086_99e7_4.jpg,Yes,"['es', 'ru']"
2717120,Content Samurai: Super High-Speed Video Creation (2022),A mind-blowing course on video creation powered by Artificial Intelligence (AI) taught using the Content Samurai Tool,design,Beginner Level,2020-11-09 02:29:50,2022-12-09 22:16:23,$ 214 USD,en,6,36 total mins,True,0,"['Srinidhi Ranganathan', 'Saranya Srinidhi']",21919,84,3.877126,https://img-c.edtech.com/course/480x270/2717120_b24a_10.jpg,NO,
528996,The Complete Productivity Course - Master Productivity Today,A complete course where students will learn a system of Fundamental Productivity Principles and become more productive!,personal_development,All Levels,2021-11-10 11:53:34,2022-09-04 13:16:55,$ 113 USD,en,62,4 total hours,True,0,"['Joe Parys', 'Joe Parys Support']",15946,98,4.324267,https://img-b.edtech.com/course/480x270/528996_5cd0_6.jpg?secure=6wsW5sl52G4ADPUZBqMSSw%3D%3D%2C1646825434,Ys,"['es', 'de', 'zh']"
1628086,Aprende Autocad Civil3D para Topografía y Obras Civiles 3/4,Aprende a crear diseños y obras lineales básicas con el software Autocad Civil3D aplicado a Topografía y Obras Civiles,design,Intermediate Level,2020-09-13 05:46:55,2023-12-05 20:08:10,$ 203 USD,es,50,11 total hours,True,0,['Robin Alexis Olaya'],573,76,4.372866,https://img-c.edtech.com/course/480x270/1628086_bf4b.jpg,Yes,"['en', 'hi']"
3309670,Faux Calligraphy Basics,Learn faux calligraphy with a simple tool- a pencil!,design,Beginner Level,2021-11-14 14:33:04,2023-12-26 15:05:43,$ 190 USD,fr,8,2 total hours,True,0,['Snigdha Bhatia'],39,9,4.49154,https://img-b.edtech.com/course/480x270/3309670_3cbb_2.jpg?secure=svjcnnhJc-pnFMl5YYYvUw%3D%3D%2C1646826531,YES,"['en', 'hi']"
2133584,Creative Fundamentals of Floristry: Woven Basket Design #5,This lesson will show you how to balance an a woven basket arrangement correctly.,lifestyle,Beginner Level,2021-10-22 15:41:18,2022-10-03 13:22:04,$ 225 USD,en,11,41 total mins,False,0,['Georgie Dion'],19,1,5.0,https://img-b.edtech.com/course/480x270/2133584_228e_3.jpg?secure=1WxufNR2rQGiJb1j9kYdJw%3D%3D%2C1646829233,YES,"['pt', 'es']"
4134398,実践風水学中級編！本場の伝統的風水術マスター　 八宅派の占術方法から開運方法を学ぶ,風水師に人気の八宅派風水！あなたは自分だけの吉凶方位があることを知ってますか？開運に最適なインテリア配置方法、実践的な占術、鑑定方法公開！,lifestyle,Intermediate Level,2020-01-26 04:59:28,2022-04-25 04:36:59,$ 177 USD,ja,22,2 total hours,False,0,['齊藤 均'],68,10,4.6035905,https://img-b.edtech.com/course/480x270/4134398_6571.jpg?secure=9PO7PbN_RfUaifW_qTcFUA%3D%3D%2C1646829515,YEs,"['en', 'hi']"
1691008,SAP Extended Warehouse Management (EWM) - Practice Test,SAP Certified  Associate - SAP Extended Warehouse Management Certification - Practice Test / Interview Questions,software,Beginner Level,2021-08-24 00:07:32,2023-07-19 04:40:23,$ 250 USD,en,0,320 questions,False,4,['Rohan Sharma'],576,116,3.7593324,https://img-b.edtech.com/course/480x270/1691008_888b_5.jpg?secure=vAntXqztgjIu4HVabkIMpQ%3D%3D%2C1646824463,Ys,"['pt', 'ru']"
3103976,The DJ Mixtape with Ableton Live,"Make A Professional, Industry Standard DJ Mix on Ableton Live",music,All Levels,2020-11-03 23:25:20,2023-03-10 18:02:07,$ 107 USD,en,49,5 total hours,True,0,['Daniel Hayes'],168,31,4.3914566,https://img-c.edtech.com/course/480x270/3103976_7e08_6.jpg,Yes,"['zh', 'hi', 'fr']"
764164,The Complete Web Developer Course 2.0,"Learn Web Development by building 25 websites and mobile apps using HTML, CSS, Javascript, PHP, Python, MySQL & more!",development,All Levels,2020-11-18 02:39:05,2023-10-24 04:33:53,$ 247 USD,en,305,30.5 total hours,True,0,"['Rob Percival', 'Codestars by Rob Percival']",299432,69387,4.5084147,https://img-c.edtech.com/course/480x270/764164_de03_2.jpg,NO,
1991696,Ethical Hacking and Penetration Testing,Learn Basics of Ethical Hacking.,software,Beginner Level,2021-10-29 23:50:26,2022-05-18 08:50:51,$ 257 USD,en,39,9 total hours,True,0,['Sunil K. Gupta'],2808,22,4.105792,https://img-b.edtech.com/course/480x270/1991696_961e_2.jpg?secure=wShDnhNb4OFeRC7k8NOFKg%3D%3D%2C1646824702,YES,"['pt', 'zh', 'fr']"
2634490,The Modern Javascript Bootcamp Course (2022),The most up-to-date JS resource online! Master Javascript by building a beautiful portfolio of projects!,development,All Levels,2020-09-28 22:21:03,2023-10-25 22:37:23,$ 228 USD,en,483,52 total hours,True,0,"['Colt Steele', 'Stephen Grider']",47386,8920,4.763282,https://img-c.edtech.com/course/480x270/2634490_e343_2.jpg,False,
3394996,Cisco CCNA 200-301 Cert. Practice Test,Crack Cisco CCNA 200-301 Certification Exam by test your skills with this real CCNA Exam Practice Test.,software,All Levels,2021-07-28 17:38:05,2023-07-13 03:32:28,$ 292 USD,en,0,310 questions,False,4,['Ruban Paul'],4367,23,4.1623716,https://img-c.edtech.com/course/480x270/3394996_76dc_2.jpg,Ys,"['pt', 'de', 'fr']"
3426668,LinkedIn Ads: curso completo para dominar la plataforma,Curso completo para dominar la plataforma de publicidad de LinkedIn: aprende cómo crear campañas exitosas en LinkedIn.,marketting,Intermediate Level,2020-11-19 21:46:33,2023-12-04 23:36:22,$ 161 USD,es,68,17 total hours,True,0,['Marcel Odena'],610,126,4.8620167,https://img-c.edtech.com/course/480x270/3426668_8888_4.jpg,No,
1640452,KARUNA QI & QUANTUM REIKI HEALING JOURNAL by Antojai®,Quantum Healing & Ascension Therapy,lifestyle,All Levels,2020-05-07 00:49:34,2022-01-11 05:07:57,$ 290 USD,en,38,3 total hours,True,0,['Ascended Master Antojai | Axél Carrasquillo Msc.D.'],1391,192,4.8034525,https://img-b.edtech.com/course/480x270/1640452_b9a7_3.jpg?secure=j3yi6mVFR_yj9Uz0sAYb-A%3D%3D%2C1646828910,True,"['zh', 'de', 'fr']"
3224037,COSO IC-IF 2013,Controles Internos – Estrutura Integrada (IC-IF)​ ​,finance,All Levels,2021-09-18 23:17:43,2023-09-09 15:25:52,$ 246 USD,en,13,2.5 total hours,False,0,['Tetra Solutions'],71,26,4.6705794,https://img-c.edtech.com/course/480x270/3224037_8c20_2.jpg,YEs,"['es', 'zh']"
3757998,Affiliate Marketing For Beginners (Step-by-Step Tutorials),Get Started With Affiliate Marketing In 2021,marketting,Beginner Level,2020-06-23 07:05:12,2022-12-02 01:15:01,$ 100 USD,en,7,1 total hour,True,0,['Johannes Korhonen'],735,8,3.5606081,https://img-c.edtech.com/course/480x270/3757998_4d6e_3.jpg,False,
2819385,Oracle 19C Installation on Oracle Linux 7,Oracle 19C Database Installation,software,All Levels,2021-11-03 12:07:55,2022-09-23 18:04:39,$ 181 USD,fr,10,1 total hour,True,0,['Ankush Thavali'],64,12,3.7281508,https://img-b.edtech.com/course/480x270/2819385_90bd_2.jpg?secure=X-eQVBn8xiYJzk8ZZ7qieg%3D%3D%2C1646824825,YES,"['en', 'hi']"
4167290,【NY発】ブランディングのためのマーケティング心理学【購買心理編】,「80％の人が、商品の中身ではなく　見かけで選ぶ」スタンフォード研究所による脳の認知機能【購買心理】に基づいたニューロマーケティングを学習することで、ブランディングにレバレッジをかけよう！,marketting,All Levels,2020-01-07 21:48:33,2022-07-09 12:42:53,$ 145 USD,ja,20,1 total hour,False,0,['Sachy Shudo'],44,8,4.1551037,https://img-c.edtech.com/course/480x270/4167290_45e4.jpg,Ys,"['en', 'hi']"
1953210,Crea tu escuela en linea con Learndash,Aprende a usar el plugin líder para sitios LMS en wordpress para crear tu propio sitio de e-learning y monitizarlo,design,All Levels,2020-03-31 21:10:28,2022-02-13 04:07:11,$ 221 USD,es,53,10 total hours,True,0,['Raul Martinez'],241,69,3.9252765,https://img-c.edtech.com/course/480x270/1953210_23e7.jpg,Ys,"['en', 'hi']"
3302248,The Art of Storytelling in Communication and Presentation,Must learn communication skills to become inspiring leaders and for influencing communication in business and life,personal_development,All Levels,2021-04-05 19:22:17,2023-11-01 11:16:21,$ 165 USD,en,13,1.5 total hours,True,0,['Ngan Tran _Harvard Leadership Graduate'],521,147,4.573056,https://img-b.edtech.com/course/480x270/3302248_3eb3_6.jpg?secure=y1Z_1kT_Nx64-mmBRtOnHw%3D%3D%2C1646825419,YES,"['es', 'ja', 'de']"
3802434,Personal Transformation Psychology for Removing Addictions,You'll learn mental strategies and practices to be resilient and change your identity when removing an addiction,personal_development,All Levels,2021-12-25 04:14:43,2023-11-05 07:09:41,$ 297 USD,en,54,3 total hours,True,0,['Vasco Patrício'],5330,15,4.2642345,https://img-c.edtech.com/course/480x270/3802434_94fb_2.jpg,NO,
2437706,A'dan Z'ye Photoshop Action Oluşturma Eğitimi,"Photoshop action yapmayı ve satmayı, en basitinden en profesyoneline kadar sıfırdan öğrenin!",photography,Intermediate Level,2020-04-17 20:25:04,2023-03-30 14:32:33,$ 237 USD,tr,20,2.5 total hours,False,0,['Uğur Sezer'],781,107,4.9271026,https://img-c.edtech.com/course/480x270/2437706_1015_7.jpg,NO,
3421422,仕事の生産性は「食」で決まる！たった1時間で学べる【仕事に効く食事術】,なぜ仕事の生産性のカギは「食」にあるのか？食べ物をたった3分類で考えるシンプルな「食事バランス」の取り方と食材を選ぶ目が身につく講座。疲れにくいカラダを手に入れることでコロナ時代も仕事で結果を出せる第一歩に,health_fitness,Beginner Level,2021-09-12 10:18:15,2024-01-02 05:10:06,$ 189 USD,ja,26,1 total hour,False,0,['Akie Matsuda (松田 亜輝絵)'],33,14,4.2712917,https://img-c.edtech.com/course/480x270/3421422_0b28.jpg,YES,"['en', 'hi']"
3136586,Unity VR: Oculus Quest Bowling Game in 30 Minutes,"Learn how to utilize Unity's newest features (XRManagement + XRInteractionToolkit) to build grabbing,throwing, UI & more",development,Beginner Level,2020-02-05 10:01:17,2023-04-25 19:05:33,$ 210 USD,en,7,31 total mins,True,0,['Roosh Reddy'],185,33,4.3514853,https://img-c.edtech.com/course/480x270/3136586_99d4.jpg,False,
1908858,Apprendre la clarinette en 10 lecons,debutants,music,Beginner Level,2020-01-27 08:23:27,2022-10-15 10:00:05,$ 219 USD,fr,11,1 total hour,False,0,['Camille Denis'],46,10,4.28484,https://img-c.edtech.com/course/480x270/1908858_c1f3_2.jpg,YES,"['en', 'hi']"
3458848,Complete protein supplement guide.Certification course.,Complete protein supplement guide. Nutrition.  Supplements. Weight loss and gain. Appetite control. Muscle mass.,health_fitness,Intermediate Level,2021-05-29 04:01:57,2023-03-18 23:16:00,$ 105 USD,fr,17,1.5 total hours,False,0,['Faiq Ismayilov'],9,2,3.3978496,https://img-b.edtech.com/course/480x270/3458848_e1ec.jpg?secure=0EPxKH62nfHvjJVpm4NJsg%3D%3D%2C1646827241,True,"['en', 'hi']"
1329044,Collar Options Trading Strategy for Dummies,Learn Pros way to mitigate risk thru Collar Options Trading Strategy. Learn Options Trading or be a Naive Trader 4 life,finance,Beginner Level,2021-07-04 10:47:49,2023-02-15 21:00:30,$ 194 USD,en,19,2 total hours,True,1,['Saad T. Hameed (STH) • 0.33+ Million Enrollments Worldwide'],8437,56,4.675053,https://img-c.edtech.com/course/480x270/1329044_8452_4.jpg,NO,
3564635,Indian cooking simplified,Learn to cook some of the most popular recipes from the Northern part of India,lifestyle,All Levels,2021-04-28 15:33:54,2023-10-02 01:15:34,$ 149 USD,en,19,1 total hour,True,0,['Santhoshi Radhakrishnan'],3820,82,4.2246723,https://img-c.edtech.com/course/480x270/3564635_f3df.jpg,NO,
1541104,Mastercam Expert Level Training,"CAD-Detailed Explanation of creation of Wire frame, Surface and Solid Modelling objects in 2D & 3D using Mastercam_CAD",software,Expert Level,2021-01-17 09:08:20,2023-05-01 00:08:52,$ 239 USD,en,96,11.5 total hours,True,0,['Ramana Murthii Garimella'],312,43,4.140691,https://img-c.edtech.com/course/480x270/1541104_a8b9_2.jpg,No,
1571330,Master Your Parenting Skills : All the secrets you need 2022,Parenting Tips To Make Your Life Easier,personal_development,All Levels,2021-05-30 22:29:58,2022-11-03 22:16:12,$ 245 USD,en,13,1.5 total hours,True,0,"['António Araújo', 'Marina Arantes']",6264,36,4.675972,https://img-c.edtech.com/course/480x270/1571330_f8e0_3.jpg,Ys,"['ja', 'de', 'fr']"
4393076,Meditation lernen in 7 Tagen - Happy Now! (Meister Schule),"In 7 Tagen Meditation und Achtsamkeit, Selbstliebe, Vetrauen & Intution in dein Leben integrieren - Gute Reise!",health_fitness,All Levels,2020-10-21 00:16:46,2023-07-03 15:49:46,$ 274 USD,de,9,6.5 total hours,False,0,['Sebastian Illig'],4,0,0.0,https://img-b.edtech.com/course/480x270/4393076_e34b_3.jpg?secure=AIqLn0aV1SB2dtGktVOCyA%3D%3D%2C1646827844,Yes,"['en', 'hi']"
2247760,Fotografia Artística Digital,Aprenda o básico para sair do MIMIMI do Instagram,photography,All Levels,2021-01-17 04:21:26,2023-03-27 11:56:44,$ 164 USD,ca,5,39 total mins,True,0,['Nepô Carlos Nepomuceno'],7005,619,4.147603,https://img-c.edtech.com/course/480x270/2247760_a977_3.jpg,True,"['en', 'hi']"
519906,Quickly Master Basic Math,Learn How to Master the Most Important Fundamentals of Math,teaching,All Levels,2020-12-05 08:17:54,2023-12-20 23:28:09,$ 288 USD,en,40,3.5 total hours,True,0,['Kevin Ventura'],2457,296,4.5930133,https://img-b.edtech.com/course/480x270/519906_9f8e_5.jpg?secure=Cj3BGCD2aDBokoKB_69Nvw%3D%3D%2C1646830804,True,"['es', 'ja', 'de']"
3479218,Kwonsul Martial Arts,Kwonsul Martial Arts Reality Self Defence for Modern Times,health_fitness,All Levels,2021-10-12 13:47:46,2022-07-28 03:01:14,$ 208 USD,en,19,1 total hour,False,0,['Nigel William May'],21,2,5.0,https://img-b.edtech.com/course/480x270/3479218_b4ba_3.jpg?secure=QlJa80lqhsOrsVU8OKswSA%3D%3D%2C1646827251,NO,
590774,Java: The Complete Foundation,Become a Java Programmer Today!,development,Beginner Level,2021-11-17 20:52:39,2023-02-07 01:54:38,$ 279 USD,en,80,6 total hours,True,0,['Danny Boehm'],1516,23,3.2762032,https://img-c.edtech.com/course/480x270/590774_517f_5.jpg,No,
3488582,Azure DevOps and AWS DevOps Masterclass 2 Course Bundle,Best of both worlds. Learn Azure and AWS DevOps and build pipelines. DevOps and Agile basics in this 2 in 1 bundle,software,All Levels,2020-01-26 01:32:39,2022-07-15 02:56:48,$ 259 USD,en,62,8.5 total hours,True,0,"['Qasim Shah', 'Syed Raza', 'ClayDesk E-learning']",28082,237,4.4334335,https://img-c.edtech.com/course/480x270/3488582_e063.jpg,YEs,"['es', 'de', 'fr']"
3091020,2022 Master The Skills Of Hotel Sales Action Plan,"Inspiring Hotel sales skills, sales strategies and sales techniques to implement the top-notch Hotel Sales Action Plan",marketting,All Levels,2020-10-09 07:43:05,2022-11-20 19:41:07,$ 215 USD,en,19,1 total hour,True,0,['Anand Kumar G'],1563,18,3.59952,https://img-c.edtech.com/course/480x270/3091020_b6f2_13.jpg,No,
2765720,Microsoft Planner: Planner Essentials for the workplace,The ins and outs of Microsoft Planner: from Planner basics to real world examples of Microsoft Planner in practice,productivity,Beginner Level,2021-09-29 07:51:31,2022-05-07 21:59:29,$ 284 USD,en,8,1.5 total hours,True,0,['Mauricio Rubio - Agile Guru & Founder of AgileKB | AgileLee & Ureducation'],1986,92,4.2370353,https://img-c.edtech.com/course/480x270/2765720_e9d5_4.jpg,YEs,['de']
